    3    12.00  0.351450E+03  0.351399E+03  0.351342E+03  0.351456E+03  0.378485E+00
    3    13.00  0.351650E+03  0.351679E+03  0.351627E+03  0.351731E+03  0.378700E+00
    3    14.00  0.351850E+03  0.351914E+03  0.351867E+03  0.351961E+03  0.378915E+00
    3    15.00  0.351950E+03  0.352099E+03  0.352057E+03  0.352141E+03  0.379023E+00
    3    16.00  0.352050E+03  0.352266E+03  0.352228E+03  0.352303E+03  0.379131E+00
    3    17.00  0.352150E+03  0.352392E+03  0.352358E+03  0.352425E+03  0.379238E+00
    3    18.00  0.352250E+03  0.352507E+03  0.352477E+03  0.352537E+03  0.379346E+00
    3    19.00  0.352250E+03  0.352595E+03  0.352569E+03  0.352621E+03  0.379346E+00
    3    20.00  0.352250E+03  0.352695E+03  0.352672E+03  0.352719E+03  0.379346E+00
    3    25.00  0.352450E+03  0.352903E+03  0.352759E+03  0.353048E+03  0.379562E+00
    3    30.00  0.352450E+03  0.353040E+03  0.352812E+03  0.353269E+03  0.379562E+00
    3    40.00  0.352550E+03  0.353131E+03  0.353095E+03  0.353167E+03  0.379669E+00
    3    50.00  0.352550E+03  0.353065E+03  0.353006E+03  0.353125E+03  0.379669E+00
